#	type	pilot	freq	spec	semScore	isDico	isDistrib
1	T	rotor	848	4,82			
2	T	wind turbine	1855	4,56			
2	V[s]	ARI-450 wind turbine	2	1,90			
2	V[s]+	vertical-axis wind turbine	6	2,37			
2	V[s]	wind turbine rotor	31	3,38			
2	V[s]	WIND TURBINE APPLICATIONS	86	3,83			
2	V[s]	WIND TURBINE SOUND	71	3,74			
2	V[s]	wind turbine blades	48	3,57			
2	V[s]	offshore wind turbine	47	3,26			
2	V[s]	DFIG wind turbine	23	3,25			
2	V[s]+	wind turbine noise	43	3,53			
2	V[s]+	wind turbine concepts	37	3,46			
2	V[s]+	wind turbine generator	27	3,02			
2	V[s]	Domestic Wind Turbines	29	3,35			
2	V[s]	direct-drive wind turbines	15	2,77			
2	V[s]	MW wind turbine	10	2,89			
2	V[s]+	wind turbine technology	28	3,34			
2	V[s]+	wind turbine system	32	3,40			
2	V[s]+	wind turbine placement	20	2,89			
2	V[s]	wind turbine syndrome	21	3,21			
2	V[s]	wind turbine configuration	11	2,63			
2	V[s]	modern wind turbines	17	2,82			
2	V[s]	three-bladed wind turbines	8	2,80			
2	V[s]	wind turbine tower	15	3,07			
2	V[s]	large wind turbines	17	3,12			
2	V[s]+	wind turbine design	16	2,80			
2	V[s]+	smaller-scale wind turbines	2	2,20			
2	V[s]	wind turbine component	9	2,85			
2	V[s]	wind turbine project	12	2,67			
2	V[s]	ARI wind turbine	4	2,20			
2	V[s]	land-based wind turbines	4	2,50			
2	V[s]	wind turbine foundations	9	2,85			
2	V[s]	wind turbine power	10	2,89			
2	V[s]	Wind turbine governor	8	2,80			
2	V[s]	wind turbine flow	7	2,74			
2	V[s]	solar wind turbine	3	2,37			
2	V[s]	commercial wind turbines	7	2,74			
2	V[s]	optimum wind turbines	3	2,37			
2	V[s]	grid-connected wind turbine	3	2,37			
3	T	wind energy	414	4,51			
3	V[s]+	wind energy potential	15	3,07			
3	V[s]	offshore wind energy	47	3,56			
3	V[s]+	wind energy development	25	3,29			
3	V[s]	GE Wind Energy	7	2,44			
3	V[s]+	Wind Energy Conf	5	2,59			
3	V[s]+	Wind Energy Facility	14	3,04			
3	V[s]	wind energy projects	12	2,97			
3	V[s]	onshore wind energy	6	2,67			
3	V[s]+	wind energy technology	6	2,67			
3	V[s]	wind energy research	6	2,67			
3	V[s]	large-scale wind energy	3	2,37			
3	V[s]	Technical wind energy	3	2,37			
3	V[s]+	wind energy application	4	2,50			
3	V[s]	wind energy resources	4	2,50			
3	V[s]	wind energy generation	3	2,07			
3	V[s]	wind energy calculations	2	2,20			
4	T	wind power	278	4,34			
