#	type	key	freq
1	T	n: rotor	848
2	T	nn: wind turbine	1855
2	V[s]	ann: ari-450 wind turbine	2
2	V[s]+	nnn: vertical-axis wind turbine	6
2	V[s]	nnn: wind turbine rotor	31
2	V[s]	nnn: wind turbine application	86
2	V[s]	nnn: wind turbine sound	71
2	V[s]	nnn: wind turbine blade	48
2	V[s]	ann: offshore wind turbine	47
2	V[s]	nnn: dfig wind turbine	23
2	V[s]+	nnn: wind turbine noise	43
2	V[s]+	nnn: wind turbine concept	37
2	V[s]+	nnn: wind turbine generator	27
2	V[s]	ann: domestic wind turbine	29
2	V[s]	nnn: direct-drive wind turbine	15
2	V[s]	ann: small wind turbine	33
2	V[s]	nnn: mw wind turbine	10
2	V[s]+	nnn: wind turbine technology	28
2	V[s]+	nnn: wind turbine system	32
2	V[s]+	nnn: wind turbine placement	20
2	V[s]	nnn: wind turbine syndrome	21
2	V[s]+	ann: small-scale wind turbine	4
2	V[s]	nnn: wind turbine configuration	11
2	V[s]	ann: modern wind turbine	17
2	V[s]	ann: three-bladed wind turbine	8
2	V[s]	nnn: wind turbine tower	15
2	V[s]	ann: large wind turbine	17
2	V[s]+	nnn: wind turbine design	16
2	V[s]+	ann: smaller-scale wind turbine	2
2	V[s]	nnn: wind turbine operation	14
2	V[s]	nnn: wind turbine performance	14
2	V[s]	nnn: wind turbine component	9
2	V[s]	nnn: wind turbine project	12
2	V[s]	nnn: ari wind turbine	4
2	V[s]	ann: land-based wind turbine	4
2	V[s]	nnn: wind turbine foundation	9
2	V[s]	nnn: wind turbine power	10
2	V[s]	nnn: wind turbine governor	8
2	V[s]	nnn: wind turbine flow	7
2	V[s]	ann: solar wind turbine	3
2	V[s]	ann: commercial wind turbine	7
2	V[s]	ann: individual wind turbine	8
2	V[s]	ann: optimum wind turbine	3
2	V[s]	ann: single wind turbine	7
2	V[s]	ann: grid-connected wind turbine	3
3	T	nn: wind energy	414
3	V[s]+	nnn: wind energy potential	15
3	V[s]	ann: offshore wind energy	47
3	V[s]+	nnn: wind energy development	25
3	V[s]	ann: ge wind energy	7
3	V[s]+	nnn: wind energy conf	5
3	V[s]+	nnn: wind energy facility	14
3	V[s]	nnn: wind energy project	12
3	V[s]	ann: onshore wind energy	6
3	V[s]+	nnn: wind energy technology	6
3	V[s]	nnn: wind energy research	6
3	V[s]	ann: large-scale wind energy	3
3	V[s]	ann: technical wind energy	3
3	V[s]+	nnn: wind energy application	4
3	V[s]	nnn: wind energy resource	4
3	V[s]	nnn: wind energy generation	3
3	V[s]	nnn: wind energy calculation	2
4	T	nn: wind power	278
4	V[s]	nnn: wind turbine power	10
4	V[s]	nnn: wind power plant	74
4	V[s]	nnn: wind power station	24
4	V[s]	ann: offshore wind power	13
4	V[s]	nnn: wind power project	19
4	V[s]	nnn: wind power development	14
4	V[s]	nnn: wind power generation	11
4	V[s]+	nnn: wind power capacity	6
4	V[s]	nnn: wind power penetration	4
4	V[s]	ann: large-scale wind power	2
4	V[s]	nnn: wind power installation	2
5	T	n: airfoil	236
6	T	n: voltage	214
7	T	a: due	185
8	T	nn: wind speed	332
8	V[s]	ann: average wind speed	26
8	V[s]	ann: low wind speed	18
8	V[s]	nnn: cutoff wind speed	4
8	V[s]	ann: relative wind speed	10
8	V[s]	aann: average annual wind speed	10
8	V[s]	nnn: cut-out wind speed	5
8	V[s]	ann: undisturbed wind speed	5
8	V[s]	ann: nominal wind speed	3
8	V[s]	nnn: wind speed cutoff	2
8	V[s]	ann: variable wind speed	3
